customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Churn,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,tenure_bucket,num_services,avg_charge_per_service,charge_to_tenure_ratio,is_month_to_month,has_internet,senior_and_alone
9962-BFPDU,Female,0,Yes,Yes,1,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.05,20.05,0-1yr,0,20.05,20.05,1,0,0
3296-SILRA,Female,1,Yes,No,1,Month-to-month,Yes,Mailed check,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,76.4,76.4,0-1yr,1,38.2,76.4,1,1,0
9681-OXGVC,Female,0,No,No,5,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.5,514.0,0-1yr,3,25.125,102.8,1,1,0
6394-HHHZM,Male,0,No,No,3,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.7,57.5,0-1yr,0,20.7,19.166666666666668,1,0,0
5995-LFTLE,Male,0,No,No,58,Two year,Yes,Credit card (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.3,1474.35,4yr+,0,25.3,25.419827586206896,0,0,0
5180-UCIIQ,Male,1,Yes,Yes,22,Month-to-month,No,Mailed check,Yes,No,No phone service,DSL,Yes,No,No,No,No,Yes,40.05,880.2,1-2yr,2,13.35,40.00909090909091,1,1,0
1932-UEDCX,Male,1,Yes,No,33,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,100.6,3270.25,2-4yr,3,25.15,99.09848484848484,1,1,0
7153-OANIO,Male,0,No,No,1,Month-to-month,No,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,69.95,69.95,0-1yr,0,69.95,69.95,1,1,0
5188-HGMLP,Male,1,Yes,No,54,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.0,3919.15,4yr+,0,74.0,72.57685185185186,1,1,0
0665-XHDJU,Male,0,Yes,No,72,Two year,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,99.4,7285.7,4yr+,3,24.85,101.19027777777778,0,1,0
6521-YYTYI,Male,0,No,Yes,1,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,93.3,93.3,0-1yr,2,31.099999999999998,93.3,1,1,0
8878-HMWBV,Male,0,No,No,3,Month-to-month,Yes,Electronic check,Yes,Yes,No,DSL,No,No,Yes,No,No,No,49.15,169.05,0-1yr,1,24.575,56.35,1,1,0
8265-HKSOW,Female,0,Yes,Yes,72,Two year,No,Credit card (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,107.45,7658.3,4yr+,5,17.908333333333335,106.36527777777778,0,1,0
3544-FBCAS,Female,0,Yes,Yes,72,Two year,Yes,Credit card (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,83.6,5959.3,4yr+,5,13.933333333333332,82.76805555555556,0,1,0
5331-RGMTT,Male,1,Yes,No,54,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,99.05,5295.7,4yr+,3,24.7625,98.06851851851852,1,1,0
4759-PXTAN,Female,0,Yes,No,59,One year,Yes,Electronic check,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,80.1,4693.2,4yr+,4,16.02,79.5457627118644,0,1,0
7054-DMVAS,Male,0,No,No,54,Two year,Yes,Bank transfer (automatic),No,Yes,No,DSL,Yes,Yes,No,No,Yes,No,65.3,3512.9,4yr+,3,16.325,65.0537037037037,0,1,0
3428-MMGUB,Male,0,No,No,60,Two year,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,89.55,5231.2,4yr+,2,29.849999999999998,87.18666666666667,0,1,0
6549-BTYPG,Female,0,Yes,No,60,Two year,No,Credit card (automatic),No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,60.8,3603.45,4yr+,5,10.133333333333333,60.0575,0,1,0
7823-JSOAG,Male,0,No,No,3,Month-to-month,No,Electronic check,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.5,217.45,0-1yr,0,74.5,72.48333333333333,1,1,0
3705-RHRFR,Female,0,Yes,No,69,Two year,No,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,99.15,6875.35,4yr+,3,24.7875,99.64275362318841,0,1,0
9374-YOLBJ,Female,0,Yes,Yes,1,Month-to-month,No,Electronic check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.25,19.25,0-1yr,0,19.25,19.25,1,0,0
9074-KGVOX,Male,0,Yes,Yes,50,Month-to-month,Yes,Credit card (automatic),No,No,No phone service,DSL,Yes,No,No,No,Yes,No,39.45,2021.35,4yr+,2,13.15,40.427,1,1,0
6128-DAFVY,Female,0,No,No,56,Month-to-month,Yes,Credit card (automatic),No,No,No phone service,DSL,No,No,No,No,Yes,Yes,44.85,2564.95,4yr+,2,14.950000000000001,45.802678571428565,1,1,0
9933-QRGTX,Female,0,Yes,No,60,Two year,Yes,Electronic check,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,97.2,5611.75,4yr+,4,19.44,93.52916666666667,0,1,0
4476-OSWTN,Male,1,Yes,No,69,One year,Yes,Mailed check,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,110.55,7610.1,4yr+,5,18.425,110.2913043478261,0,1,0
3751-KTZEL,Female,0,No,No,1,Month-to-month,No,Mailed check,Yes,No,No phone service,DSL,No,No,No,No,No,Yes,35.05,35.05,0-1yr,1,17.525,35.05,1,1,0
1977-STDKI,Female,1,No,No,1,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,73.0,73.0,0-1yr,1,36.5,73.0,1,1,1
5066-GFJMM,Female,0,Yes,No,3,Month-to-month,Yes,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.9,45.75,0-1yr,0,19.9,15.25,1,0,0
2661-GKBTK,Male,0,Yes,Yes,60,Two year,No,Bank transfer (automatic),No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,76.95,4543.95,4yr+,4,15.39,75.7325,0,1,0
0458-HEUZG,Female,0,No,No,13,Two year,No,Mailed check,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,35.4,450.4,1-2yr,2,11.799999999999999,34.646153846153844,0,1,0
7268-WNTCP,Male,0,Yes,Yes,62,Two year,No,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.45,1297.35,4yr+,0,20.45,20.924999999999997,0,0,0
0824-VWDPO,Female,0,No,No,45,One year,No,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,96.75,4442.75,2-4yr,3,24.1875,98.72777777777777,0,1,0
8409-WQJUX,Female,0,No,No,25,One year,No,Electronic check,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,54.2,1423.15,2-4yr,4,10.84,56.926,0,1,0
2578-JQPHZ,Male,0,No,No,44,Two year,No,Bank transfer (automatic),No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,100.1,4378.35,2-4yr,4,20.02,99.50795454545455,0,1,0
3278-FSIXX,Female,0,No,No,2,Month-to-month,Yes,Mailed check,No,Yes,No,DSL,No,No,No,No,No,No,45.25,74.2,0-1yr,0,45.25,37.1,1,1,0
5813-UECBU,Male,1,No,No,33,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,83.85,2716.3,2-4yr,2,27.95,82.31212121212121,1,1,1
0328-GRPMV,Female,0,No,No,1,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,70.1,70.1,0-1yr,0,70.1,70.1,1,1,0
9746-UGFAC,Female,0,No,No,22,One year,No,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.85,450.65,1-2yr,0,20.85,20.48409090909091,0,0,0
2946-KIQSP,Female,0,No,No,35,Month-to-month,Yes,Mailed check,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,33.45,1175.85,2-4yr,2,11.15,33.59571428571428,1,1,0
0625-AFOHS,Female,0,Yes,Yes,29,Two year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.2,558.8,2-4yr,0,20.2,19.268965517241377,0,0,0
6726-WEXXK,Male,1,Yes,No,27,One year,Yes,Electronic check,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,85.9,2220.1,2-4yr,2,28.633333333333336,82.22592592592592,0,1,0
4636-OLWOE,Male,0,No,Yes,54,One year,Yes,Electronic check,No,Yes,No,DSL,No,Yes,Yes,Yes,No,No,61.0,3283.05,4yr+,3,15.25,60.797222222222224,0,1,0
4342-HENTK,Female,1,No,No,2,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,70.65,142.35,0-1yr,0,70.65,71.175,1,1,1
4685-ERGHK,Male,0,No,No,57,One year,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,86.9,4939.25,4yr+,1,43.45,86.65350877192982,0,1,0
0885-HMGPY,Male,0,No,No,62,Two year,No,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,69.4,4237.5,4yr+,4,13.88,68.34677419354838,0,1,0
5003-OKNNK,Female,0,Yes,Yes,15,One year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,335.95,1-2yr,0,20.35,22.396666666666665,0,0,0
4195-SMMNX,Male,0,No,No,2,Month-to-month,No,Mailed check,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,33.2,0-1yr,0,20.35,16.6,1,0,0
7208-PSIHR,Female,0,Yes,No,70,Two year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,104.3,7188.5,4yr+,4,20.86,102.69285714285714,0,1,0
4012-ZTHBR,Female,0,Yes,Yes,21,Month-to-month,Yes,Electronic check,No,Yes,No,DSL,No,No,No,No,No,No,44.95,926.25,1-2yr,0,44.95,44.107142857142854,1,1,0
0489-WMEMG,Female,0,No,Yes,23,One year,Yes,Electronic check,No,Yes,No,DSL,No,No,No,Yes,No,No,49.45,1119.35,1-2yr,1,24.725,48.667391304347824,0,1,0
7435-ZNUYY,Male,0,No,No,6,One year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.6,116.6,0-1yr,0,20.6,19.433333333333334,0,0,0
1354-YZFNB,Male,0,Yes,Yes,4,Two year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.55,68.8,0-1yr,0,19.55,17.2,0,0,0
6956-SMUCM,Female,0,No,No,3,Month-to-month,Yes,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,99.0,287.4,0-1yr,4,19.8,95.8,1,1,0
2985-FMWYF,Female,0,No,No,23,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,93.5,2341.55,1-2yr,2,31.166666666666668,101.80652173913045,1,1,0
2812-ENYMO,Male,0,No,No,26,One year,No,Credit card (automatic),No,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,54.55,1362.85,2-4yr,4,10.91,52.41730769230769,0,1,0
2717-HVIZY,Female,0,No,Yes,8,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.05,163.6,0-1yr,0,20.05,20.45,1,0,0
3223-WZWJM,Male,0,No,No,26,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,83.95,2254.2,2-4yr,1,41.975,86.69999999999999,1,1,0
3422-GALYP,Male,0,No,No,2,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,79.45,145.15,0-1yr,1,39.725,72.575,1,1,0
9053-JZFKV,Male,0,No,No,67,Two year,No,Credit card (automatic),Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.2,7752.3,4yr+,6,16.6,115.70597014925373,0,1,0
2530-ENDWQ,Female,0,Yes,No,71,Two year,Yes,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,93.7,6585.35,4yr+,2,31.233333333333334,92.75140845070423,0,1,0
2890-WFBHU,Female,0,No,No,59,One year,No,Credit card (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,79.85,4786.1,4yr+,5,13.308333333333332,81.12033898305086,0,1,0
0327-WFZSY,Male,0,Yes,Yes,39,One year,No,Electronic check,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.0,3835.55,2-4yr,3,25.0,98.3474358974359,0,1,0
7977-HXJKU,Male,0,No,Yes,21,Two year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.6,397.0,1-2yr,0,19.6,18.904761904761905,0,0,0
6615-ZGEDR,Male,0,No,No,1,Month-to-month,No,Mailed check,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.7,19.7,0-1yr,0,19.7,19.7,1,0,0
7033-CLAMM,Female,0,Yes,Yes,48,Two year,No,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.2,1027.25,2-4yr,0,20.2,21.401041666666668,0,0,0
4023-RTIQM,Female,1,Yes,No,31,One year,Yes,Credit card (automatic),No,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,50.4,1580.1,2-4yr,4,10.08,50.97096774193548,0,1,0
0864-FVJNJ,Female,0,Yes,Yes,64,One year,No,Electronic check,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,113.35,7222.75,4yr+,6,16.192857142857143,112.85546875,0,1,0
7356-IWLFW,Male,0,Yes,Yes,46,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,80.0,3769.7,2-4yr,1,40.0,81.95,1,1,0
9541-PWTWO,Female,0,No,No,52,Two year,Yes,Bank transfer (automatic),No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,80.95,4233.95,4yr+,4,16.19,81.42211538461538,0,1,0
3967-VQOGC,Female,0,Yes,Yes,67,Two year,Yes,Mailed check,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.9,1680.25,4yr+,0,24.9,25.078358208955223,0,0,0
7872-RDDLZ,Female,1,No,No,67,Month-to-month,No,Electronic check,No,Yes,Yes,DSL,No,Yes,No,No,No,No,54.9,3725.5,4yr+,1,27.45,55.6044776119403,1,1,1
9250-WYPLL,Female,0,No,No,5,Month-to-month,No,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,75.55,413.65,0-1yr,0,75.55,82.72999999999999,1,1,0
6308-CQRBU,Female,0,Yes,No,71,Two year,No,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,109.25,7707.7,4yr+,5,18.208333333333332,108.55915492957746,0,1,0
2754-XBHTB,Female,0,No,No,9,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,77.65,714.15,0-1yr,1,38.825,79.35,1,1,0
1597-LHYNC,Female,1,No,No,26,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,95.0,2497.2,2-4yr,3,23.75,96.04615384615384,1,1,1
0186-CAERR,Male,0,No,No,71,One year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.3,8309.55,4yr+,6,16.614285714285714,117.03591549295774,0,1,0
3043-SUDUA,Female,0,No,No,32,Month-to-month,No,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.9,601.55,2-4yr,0,19.9,18.7984375,1,0,0
5442-BHQNG,Female,0,No,No,2,Month-to-month,No,Electronic check,No,Yes,No,Fiber optic,No,No,No,No,No,No,70.35,139.25,0-1yr,0,70.35,69.625,1,1,0
2169-RRLFW,Female,0,Yes,No,71,Two year,No,Credit card (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.6,1888.25,4yr+,0,25.6,26.595070422535212,0,0,0
5872-OEQNH,Female,0,No,No,60,One year,Yes,Electronic check,No,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,44.45,2773.9,4yr+,3,11.1125,46.23166666666667,0,1,0
3162-KKZXO,Female,1,No,No,55,One year,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.15,5409.75,4yr+,3,25.0375,98.35909090909091,0,1,1
7055-VKGDA,Male,0,No,No,54,One year,Yes,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,105.4,5643.4,4yr+,5,17.566666666666666,104.5074074074074,0,1,0
0754-UKWQP,Male,0,No,No,2,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,95.85,197.7,0-1yr,3,23.9625,98.85,1,1,0
8873-GLDMH,Female,0,No,No,6,Month-to-month,Yes,Mailed check,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,73.85,401.3,0-1yr,0,73.85,66.88333333333334,1,1,0
5696-JVVQY,Female,0,Yes,Yes,48,Two year,Yes,Credit card (automatic),No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,70.1,3238.4,2-4yr,4,14.02,67.46666666666667,0,1,0
8946-BFWSG,Male,0,Yes,Yes,63,Two year,No,Mailed check,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.25,1573.05,4yr+,0,25.25,24.96904761904762,0,0,0
7493-TPUWZ,Male,0,No,No,1,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,79.15,79.15,0-1yr,1,39.575,79.15,1,1,0
0547-HURJB,Male,0,No,Yes,12,Month-to-month,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.05,235.8,0-1yr,0,21.05,19.650000000000002,1,0,0
8904-OPDCK,Male,1,Yes,No,54,Month-to-month,Yes,Bank transfer (automatic),No,No,No phone service,DSL,No,No,No,No,No,No,24.95,1364.75,4yr+,0,24.95,25.27314814814815,1,1,0
8845-LWKGE,Female,0,Yes,Yes,30,One year,Yes,Electronic check,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,64.5,1985.15,2-4yr,3,16.125,66.17166666666667,0,1,0
1577-HKTFG,Female,0,Yes,No,30,Month-to-month,No,Bank transfer (automatic),Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.65,655.85,2-4yr,0,19.65,21.861666666666668,1,0,0
8752-STIVR,Female,0,No,No,4,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,79.0,303.15,0-1yr,1,39.5,75.7875,1,1,0
0691-NIKRI,Female,0,No,No,40,One year,Yes,Credit card (automatic),No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,105.95,4335.2,2-4yr,4,21.19,108.38,0,1,0
5022-JNQEQ,Female,0,Yes,Yes,9,Month-to-month,Yes,Electronic check,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,75.85,647.5,0-1yr,1,37.925,71.94444444444444,1,1,0
4558-FANTW,Female,0,Yes,Yes,17,Month-to-month,No,Electronic check,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,91.85,1574.45,1-2yr,3,22.9625,92.61470588235295,1,1,0
3249-VHRIP,Female,0,No,No,62,Two year,Yes,Credit card (automatic),No,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,43.6,2748.7,4yr+,3,10.9,44.33387096774193,0,1,0
3736-BLEPA,Male,0,No,No,28,One year,Yes,Bank transfer (automatic),No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,91.25,2483.65,2-4yr,3,22.8125,88.70178571428572,0,1,0
4701-LKOZD,Female,0,No,No,70,Two year,No,Credit card (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,89.75,6367.2,4yr+,6,12.821428571428571,90.96,0,1,0
6603-QWSPR,Female,0,No,No,46,Two year,Yes,Bank transfer (automatic),No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,104.4,4904.2,2-4yr,5,17.400000000000002,106.61304347826086,0,1,0
9921-QFQUL,Female,0,Yes,No,23,Month-to-month,No,Mailed check,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,90.15,2044.95,1-2yr,2,30.05,88.9108695652174,1,1,0
1929-ZCBHE,Male,0,Yes,Yes,47,One year,No,Electronic check,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,40.3,1794.8,2-4yr,3,10.075,38.18723404255319,0,1,0
4378-MYPGO,Male,0,Yes,Yes,68,Two year,Yes,Bank transfer (automatic),No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,105.25,7173.15,4yr+,5,17.541666666666668,105.4875,0,1,0
8651-ENBZX,Female,1,No,No,60,One year,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,106.0,6441.4,4yr+,4,21.2,107.35666666666665,0,1,1
4129-LYCOI,Female,0,No,Yes,67,Two year,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,104.0,7039.05,4yr+,4,20.8,105.06044776119403,0,1,0
7798-JVXYM,Female,0,No,No,14,Month-to-month,Yes,Electronic check,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,69.65,921.4,1-2yr,3,17.4125,65.81428571428572,1,1,0
8647-SDTWQ,Male,0,Yes,Yes,57,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.3,4018.35,4yr+,0,74.3,70.49736842105263,1,1,0
2696-ECXKC,Female,0,Yes,Yes,55,One year,No,Mailed check,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,100.9,5448.6,4yr+,3,25.225,99.06545454545456,0,1,0
2081-KJSQF,Male,0,No,No,1,Month-to-month,Yes,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.25,20.25,0-1yr,0,20.25,20.25,1,0,0
7623-TRNQN,Male,0,No,Yes,1,Month-to-month,Yes,Mailed check,Yes,Yes,No,DSL,No,No,No,Yes,No,No,49.9,49.9,0-1yr,1,24.95,49.9,1,1,0
3323-CPBWR,Male,0,No,No,23,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,96.9,2085.45,1-2yr,3,24.225,90.67173913043477,1,1,0
9330-IJWIO,Female,0,No,No,13,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,100.35,1358.85,1-2yr,3,25.0875,104.52692307692307,1,1,0
3384-CTMSF,Male,0,Yes,No,47,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.1,5135.15,2-4yr,4,20.82,109.25851063829786,1,1,0
0902-RFHOF,Male,0,No,No,38,One year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.1,730.1,2-4yr,0,20.1,19.21315789473684,0,0,0
9286-DOJGF,Female,1,Yes,No,38,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.95,2869.85,2-4yr,0,74.95,75.52236842105263,1,1,0
6048-QBXKL,Female,1,No,No,2,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes,DSL,No,Yes,No,No,No,No,56.55,118.25,0-1yr,1,28.275,59.125,1,1,1
9661-MHUMO,Male,1,Yes,Yes,1,Month-to-month,Yes,Credit card (automatic),Yes,Yes,No,DSL,No,No,No,Yes,No,No,49.25,49.25,0-1yr,1,24.625,49.25,1,1,0
7718-RXDGG,Male,0,Yes,No,15,Month-to-month,Yes,Bank transfer (automatic),No,Yes,No,Fiber optic,No,No,No,No,No,No,68.6,1108.6,1-2yr,0,68.6,73.90666666666667,1,1,0
1025-FALIX,Female,0,No,No,26,Month-to-month,Yes,Credit card (automatic),No,Yes,No,Fiber optic,No,No,No,No,No,No,69.05,1815.65,2-4yr,0,69.05,69.83269230769231,1,1,0
3451-VAWLI,Female,0,Yes,Yes,35,Two year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.7,730.4,2-4yr,0,19.7,20.86857142857143,0,0,0
3407-QGWLG,Male,0,No,Yes,3,Month-to-month,Yes,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.05,75.45,0-1yr,0,20.05,25.150000000000002,1,0,0
1842-EZJMK,Male,0,Yes,Yes,50,Month-to-month,No,Electronic check,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,103.7,5071.05,4yr+,4,20.740000000000002,101.421,1,1,0
2347-WKKAE,Male,0,Yes,No,42,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,94.4,4014.6,2-4yr,3,23.6,95.58571428571429,1,1,0
8735-DCXNF,Male,0,Yes,No,10,Month-to-month,Yes,Credit card (automatic),No,Yes,No,DSL,Yes,No,No,Yes,No,No,54.95,568.85,0-1yr,2,18.316666666666666,56.885000000000005,1,1,0
3214-IYUUQ,Female,0,Yes,No,61,One year,No,Bank transfer (automatic),No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,93.7,5860.7,4yr+,4,18.740000000000002,96.07704918032786,0,1,0
1936-UAFEH,Female,0,No,No,68,Two year,No,Credit card (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,110.25,7279.35,4yr+,5,18.375,107.04926470588236,0,1,0
3587-PMCOY,Male,0,No,No,10,One year,Yes,Electronic check,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,98.9,1064.95,0-1yr,4,19.78,106.495,0,1,0
8079-XRJRS,Male,0,Yes,No,65,One year,No,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,89.75,5769.6,4yr+,3,22.4375,88.76307692307692,0,1,0
1027-LKKQQ,Female,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,80.45,5886.85,4yr+,5,13.408333333333333,81.76180555555555,0,1,0
7148-XZPHA,Male,0,Yes,Yes,55,Month-to-month,No,Electronic check,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,79.4,4238.45,4yr+,2,26.46666666666667,77.06272727272727,1,1,0
